,title,studio,domestic_gross(mils),foreign_gross(mils),year,world_wide_gross(mils)
0,Toy Story 3,BV,415.0,652.0,2010,1067.0
1,Alice in Wonderland (2010),BV,334.2,691.3,2010,1025.5
2,Harry Potter and the Deathly Hallows Part 1,WB,296.0,664.3,2010,960.3
3,Inception,WB,292.6,535.7,2010,828.3
4,Shrek Forever After,P/DW,238.7,513.9,2010,752.6
5,The Twilight Saga: Eclipse,Sum.,300.5,398.0,2010,698.5
6,Iron Man 2,Par.,312.4,311.5,2010,623.9
7,Tangled,BV,200.8,391.0,2010,591.8
8,Despicable Me,Uni.,251.5,291.6,2010,543.1
9,How to Train Your Dragon,P/DW,217.6,277.3,2010,494.9
10,Clash of the Titans (2010),WB,163.2,330.0,2010,493.2
11,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104.4,311.3,2010,415.7
12,The King's Speech,Wein.,135.5,275.4,2010,410.9
13,Tron Legacy,BV,172.1,228.0,2010,400.1
14,The Karate Kid,Sony,176.6,182.5,2010,359.1
15,Prince of Persia: The Sands of Time,BV,90.8,245.6,2010,336.4
16,Black Swan,FoxS,107.0,222.4,2010,329.4
17,Megamind,P/DW,148.4,173.5,2010,321.9
18,Robin Hood,Uni.,105.3,216.4,2010,321.7
19,The Last Airbender,Par.,131.8,187.9,2010,319.7
20,Little Fockers,Uni.,148.4,162.2,2010,310.6
21,Resident Evil: Afterlife,SGem,60.1,240.1,2010,300.2
22,Shutter Island,Par.,128.0,166.8,2010,294.8
23,Salt,Sony,118.3,175.2,2010,293.5
24,Sex and the City 2,WB (NL),95.3,193.0,2010,288.3
25,The Tourist,Sony,67.6,210.7,2010,278.3
26,The Expendables,LGF,103.1,171.4,2010,274.5
27,Grown Ups,Sony,162.0,109.4,2010,271.4
28,Knight & Day,Fox,76.4,185.5,2010,261.9
29,True Grit,Par.,171.2,81.0,2010,252.2
30,Gulliver's Travels,Fox,42.8,194.6,2010,237.4
31,Percy Jackson & The Olympians: The Lightning Thief,Fox,88.8,137.7,2010,226.5
32,The Social Network,Sony,97.0,128.0,2010,225.0
33,Valentine's Day,WB (NL),110.5,106.0,2010,216.5
34,The Sorcerer's Apprentice,BV,63.2,152.1,2010,215.3
35,Due Date,WB,100.5,111.2,2010,211.7
36,Eat Pray Love,Sony,80.6,124.0,2010,204.6
37,Yogi Bear,WB,100.2,101.3,2010,201.5
38,Red,Sum.,90.4,108.6,2010,199.0
39,Paranormal Activity 2,Par.,84.8,92.8,2010,177.6
40,The A-Team,Fox,77.2,100.0,2010,177.2
41,Jackass 3-D,Par.,117.2,54.5,2010,171.7
42,The Other Guys,Sony,119.2,51.2,2010,170.4
43,Unstoppable,Fox,81.6,86.2,2010,167.8
44,Step Up 3-D,BV,42.4,116.9,2010,159.3
45,The Book of Eli,WB,94.8,62.3,2010,157.1
46,The Town,WB,92.2,61.8,2010,154.0
47,Date Night,Fox,98.7,53.6,2010,152.3
48,Legend of the Guardians: The Owls of Ga'Hoole,WB,55.7,84.4,2010,140.1
49,The Wolfman,Uni.,62.0,77.8,2010,139.8
50,The Bounty Hunter,Sony,67.099999,69.3,2010,136.399999
51,Saw 3D,LGF,45.7,90.4,2010,136.1
52,Wall Street: Money Never Sleeps,Fox,52.5,82.3,2010,134.8
53,The Fighter,Par.,93.6,35.6,2010,129.2
54,Predators,Fox,52.0,75.2,2010,127.2
55,A Nightmare on Elm Street (2010),WB (NL),63.1,52.6,2010,115.7
56,Dear John,SGem,80.0,35.0,2010,115.0
57,Cats & Dogs: The Revenge of Kitty Galore,WB,43.6,68.9,2010,112.5
58,Tooth Fairy,Fox,60.0,52.4,2010,112.4
59,Life as We Know It,WB,53.4,52.3,2010,105.7
60,Hereafter,WB,32.7,72.5,2010,105.2
61,The Girl with the Dragon Tattoo,MBox,10.1,94.3,2010,104.4
62,Love and Other Drugs,Fox,32.4,70.5,2010,102.9
63,Aftershock (Tangshan Dadizhen),CL,0.063,100.2,2010,100.263
64,Killers,LGF,47.1,51.1,2010,98.2
65,Kick-Ass,LGF,48.1,48.1,2010,96.2
66,Green Zone,Uni.,35.1,59.8,2010,94.9
67,Nanny McPhee Returns,Uni.,29.0,64.2,2010,93.2
68,Get Him to the Greek,Uni.,61.0,30.3,2010,91.3
69,Burlesque,SGem,39.4,50.1,2010,89.5
70,The Last Song,BV,63.0,26.1,2010,89.1
71,Dinner for Schmucks,P/DW,73.0,13.8,2010,86.8
72,Marmaduke,Fox,33.6,50.1,2010,83.7
73,Piranha 3D,W/Dim.,25.0,58.2,2010,83.2
74,Oceans,BV,19.4,63.2,2010,82.6
75,Edge of Darkness,WB,43.3,37.8,2010,81.1
76,Vampires Suck,Fox,36.7,43.9,2010,80.6
77,Letters to Juliet,Sum.,53.0,26.1,2010,79.1
78,The Back-Up Plan,CBS,37.5,40.0,2010,77.5
79,If You Are the One 2 (Fei Cheng Wu Rao II),CL,0.427,75.6,2010,76.027
80,Diary of a Wimpy Kid,Fox,64.0,11.7,2010,75.7
81,Easy A,SGem,58.4,16.6,2010,75.0
82,Hubble 3D,WB,52.4,21.5,2010,73.9
83,Takers,SGem,57.7,11.3,2010,69.0
84,Tales from Earthsea,BV,0.0485,68.6,2010,68.6485
85,Legion (2010),SGem,40.2,27.8,2010,68.0
86,The American,Focus,35.6,32.299999,2010,67.899999
87,The Last Exorcism,LGF,41.0,26.7,2010,67.7
88,The Next Three Days,LGF,21.1,46.3,2010,67.4
89,The Girl Who Played with Fire,MBox,7.6,59.5,2010,67.1
90,Skyline,Uni.,21.4,45.4,2010,66.8
91,Hot Tub Time Machine,MGM,50.3,14.3,2010,64.6
92,Devil,Uni.,33.6,29.1,2010,62.7
93,127 Hours,FoxS,18.3,42.4,2010,60.7
94,Tyler Perry's Why Did I Get Married Too?,LGF,60.1,0.578,2010,60.678
95,Secretariat,BV,59.7,0.537,2010,60.237
96,The Ghost Writer,Sum.,15.5,44.7,2010,60.2
97,Morning Glory,Par.,31.0,29.0,2010,60.0
98,Remember Me,Sum.,19.1,37.0,2010,56.1
99,Cop Out,WB,44.9,10.7,2010,55.6
100,The Crazies,Over.,39.1,15.7,2010,54.8
101,From Paris with Love,LGF,24.1,28.7,2010,52.8
102,Daybreakers,LGF,30.1,21.3,2010,51.4
103,Alpha and Omega,LGF,25.1,25.4,2010,50.5
104,The Switch,Mira.,27.8,22.1,2010,49.9
105,She's Out of My League,Par.,32.0,17.8,2010,49.8
106,Death at a Funeral (2010),SGem,42.7,6.3,2010,49.0
107,How Do You Know,Sony,30.2,18.5,2010,48.7
108,Charlie St. Cloud,Uni.,31.2,17.0,2010,48.2
109,Scott Pilgrim vs. the World,Uni.,31.5,16.1,2010,47.6
110,Heartbreaker,IFC,0.504,46.9,2010,47.404
111,The Spy Next Door,LGF,24.3,20.9,2010,45.2
112,"The Good, the Bad, the Weird",IFC,0.128,44.1,2010,44.228
113,Machete,Fox,26.6,17.5,2010,44.1
114,The Girl Who Kicked the Hornet's Nest,MBox,5.2,38.3,2010,43.5
115,The Man From Nowhere,CJ,0.528,42.5,2010,43.028
116,When in Rome,BV,32.7,10.4,2010,43.1
117,My Name is Khan,FoxS,4.0,38.3,2010,42.3
118,Going the Distance,WB (NL),17.8,24.2,2010,42.0
119,The Concert,Wein.,0.658,40.5,2010,41.158
120,Agora,NM,0.619,38.4,2010,39.019
121,For Colored Girls,LGF,37.7,0.0173,2010,37.7173
122,Brooklyn's Finest,Over.,27.2,9.3,2010,36.5
123,Furry Vengeance,Sum.,17.6,18.6,2010,36.2
124,Faster,CBS,23.2,12.4,2010,35.6
125,The Kids Are All Right,Focus,20.8,13.9,2010,34.7
126,You Will Meet a Tall Dark Stranger,SPC,3.2,31.0,2010,34.2
127,The Secret in Their Eyes,SPC,6.4,27.6,2010,34.0
128,Avatar: Special Edition,Fox,10.7,22.5,2010,33.2
129,Leap Year,Uni.,25.9,6.7,2010,32.6
130,You Again,BV,25.7,6.3,2010,32.0
131,Mesrine: Killer Instinct,MBox,0.552,30.5,2010,31.052
132,The Losers,WB,23.6,5.8,2010,29.4
133,Case 39,ParV,13.3,14.9,2010,28.2
134,Ramona and Beezus,Fox,26.2,1.1,2010,27.3
135,Splice,WB,17.0,9.8,2010,26.8
136,Fair Game (2010),Sum.,9.5,14.6,2010,24.1
137,Let Me In,Over.,12.1,12.0,2010,24.1
138,Mao's Last Dancer,Gold.,4.8,17.5,2010,22.3
139,Just Wright,FoxS,21.5,0.0299,2010,21.5299
140,Our Family Wedding,FoxS,20.3,1.2,2010,21.5
141,My Soul to Take,Uni.,14.7,6.2,2010,20.9
142,71 Into the Fire,JS,0.177,20.8,2010,20.977
143,"I Love You, Phillip Morris",RAtt.,2.0,18.7,2010,20.7
144,Country Strong,SGem,20.2,0.31,2010,20.51
145,Another Year,SPC,3.2,16.5,2010,19.7
146,Youth in Revolt,W/Dim.,15.3,4.4,2010,19.7
147,Buried,LGF,1.0,18.1,2010,19.1
148,[Rec] 2,Magn.,0.0278,18.5,2010,18.5278
149,Repo Men,Uni.,13.8,4.6,2010,18.4
150,A Prophet (Un prophète),SPC,2.1,15.8,2010,17.9
151,Soul Kitchen,IFC,0.277,17.6,2010,17.877
152,Mother (2010),Magn.,0.552,16.6,2010,17.152
153,Micmacs,SPC,1.3,15.1,2010,16.4
154,The Nutcracker in 3D,Free,0.195,16.0,2010,16.195
155,Sea Rex 3D: Journey to a Prehistoric World,3D,6.1,9.9,2010,16.0
156,I Hate Luv Storys,UTV,0.848,14.9,2010,15.748
157,Extraordinary Measures,CBS,12.1,3.1,2010,15.2
158,Somewhere,Focus,1.8,12.2,2010,14.0
159,Winter's Bone,RAtt.,6.5,7.3,2010,13.8
160,The Last Station,SPC,6.6,6.9,2010,13.5
161,Raajneeti,UTV,1.5,11.1,2010,12.6
162,Made in Dagenham,SPC,1.1,11.3,2010,12.4
163,Blue Valentine,Wein.,9.7,2.6,2010,12.3
164,Tamara Drewe,SPC,0.56,11.4,2010,11.96
165,Chloe,SPC,3.1,8.6,2010,11.7
166,Looking for Eric,IFC,0.0558,11.5,2010,11.5558
167,The Warrior's Way,Rela.,5.7,5.4,2010,11.1
168,I Am Love,Magn.,5.0,5.9,2010,10.9
169,Jonah Hex,WB,10.5,0.356,2010,10.856
170,Harry Brown,Gold.,1.8,8.5,2010,10.3
171,Cyrus,FoxS,7.5,2.5,2010,10.0
172,Conviction,FoxS,6.8,2.9,2010,9.7
173,Get Low,SPC,9.2,0.518,2010,9.718
174,Babies,Focus,7.3,2.2,2010,9.5
175,Stone,Over.,1.8,7.7,2010,9.5
176,Peepli Live,UTV,0.758,8.7,2010,9.458
177,Never Let Me Go,FoxS,2.4,7.0,2010,9.4
178,Mid-August Lunch,Zeit.,0.675,8.7,2010,9.375
179,MacGruber,Uni.,8.5,0.797,2010,9.297
180,City Island,Anch.,6.7,1.2,2010,7.9
181,Inside Job,SPC,4.3,3.6,2010,7.9
182,The Joneses,RAtt.,1.5,5.5,2010,7.0
183,Centurion,Magn.,0.124,6.7,2010,6.824
184,Animal Kingdom,SPC,1.0,5.7,2010,6.7
185,Nowhere Boy,Wein.,1.5,5.1,2010,6.6
186,It's Kind of a Funny Story,Focus,6.4,0.128,2010,6.528
187,"Waiting for ""Superman""",ParV,6.4,0.0093,2010,6.4093
188,Greenberg,Focus,4.2,1.9,2010,6.1
189,Coco Chanel & Igor Stravinsky,SPC,1.6,4.099999,2010,5.699999
190,Vincere,IFC,0.619,5.1,2010,5.719
191,The Illusionist (2010),SPC,2.2,3.4,2010,5.6
192,Exit Through the Gift Shop,PDA,3.3,2.0,2010,5.3
193,Mademoiselle Chambon,Lorb.,0.532,4.7,2010,5.232
194,Solitary Man,Anch.,4.4,0.818,2010,5.218
195,Rabbit Hole,LGF,2.2,2.9,2010,5.1
196,Vision,Zeit.,0.435,4.6,2010,5.035
197,Mother and Child,SPC,1.1,3.9,2010,5.0
198,The Runaways,App.,3.6,1.1,2010,4.7
199,Four Lions,Drft.,0.305,4.4,2010,4.705
200,Wild Grass,SPC,0.404,4.2,2010,4.604
201,Please Give,SPC,4.0,0.28,2010,4.28
202,Monsters,Magn.,0.237,4.0,2010,4.237
203,Rare Exports: A Christmas Tale,Osci.,0.236,3.8,2010,4.036
204,The Killer Inside Me,IFC,0.217,3.8,2010,4.017
205,The Perfect Game,IW,1.0,2.8,2010,3.8
206,To Save a Life,Gold.,3.8,0.0458,2010,3.8458
207,Inspector Bellamy,IFC,0.108,3.6,2010,3.708
208,Catfish,Rog.,3.2,0.242,2010,3.442
209,Wild Target,Free,0.109,3.3,2010,3.409
210,Outside the Law (Hors-la-loi),Unknown,0.0969,3.3,2010,3.3969
211,Frozen (2010),Anch.,0.246,2.9,2010,3.146
212,Dabangg,Eros,1.3,1.7,2010,3.0
213,Kites,Relbig.,1.6,1.3,2010,2.9
214,Letters to God,Viv.,2.8,0.0603,2010,2.8603
215,Twelve,Hann.,0.184,2.4,2010,2.584
216,Tees Maar Khan,UTV,1.1,1.4,2010,2.5
217,Fish Tank,IFC,0.375,2.0,2010,2.375
218,Housefull,Eros,1.2,1.2,2010,2.4
219,Golmaal 3,Eros,1.1,0.935,2010,2.035
220,After.Life,Anch.,0.109,1.9,2010,2.009
221,Cairo Time,IFC,1.6,0.391,2010,1.991
223,Guzaarish,UTV,1.0,0.695,2010,1.695
224,Ondine,Magn.,0.55,1.1,2010,1.65
225,Anjaana Anjaani,Eros,0.855,0.761,2010,1.616
226,John Rabe,Strand,0.0675,1.4,2010,1.4675
227,Restrepo,NGE,1.3,0.105,2010,1.405
228,Raavan,Relbig.,0.709,0.648,2010,1.357
229,The City of Your Final Destination,Scre.,0.493,0.859,2010,1.352
231,Ajami,Kino,0.622,0.669,2010,1.291
232,Army of Crime,Lorb.,0.037,1.2,2010,1.237
233,Lebanon,SPC,0.368,0.83,2010,1.198
234,Howl,Osci.,0.617,0.566,2010,1.183
235,Videocracy,Kino,0.0237,1.2,2010,1.2237
236,When You're Strange,Abr.,0.246,0.901,2010,1.147
237,The Salvation Poem (Poema de Salvacion),CZ,0.915,0.183,2010,1.098
238,Casino Jack,ATO,1.0,0.0407,2010,1.0407
239,Leaving,IFC,0.176,0.893,2010,1.069
240,Khatta Meetha,Eros,0.542,0.499,2010,1.041
241,We Are Family,UTV,0.638,0.393,2010,1.031
242,Leaves of Grass,First,0.0701,0.949,2010,1.0191
243,North Face,MBox,0.711,0.216,2010,0.927
244,Creation,NM,0.341,0.555,2010,0.896
245,No One Knows About Persian Cats,IFC,0.0818,0.798,2010,0.8798
246,Carlos,IFC,0.146,0.726,2010,0.872
247,Hideaway (Le Refuge),Strand,0.0345,0.837,2010,0.8715
248,The Disappearance of Alice Creed,Anch.,0.167,0.701,2010,0.868
249,Break Ke Baad,Relbig.,0.428,0.389,2010,0.817
250,Veer (2010),Eros,0.527,0.277,2010,0.804
251,Life During Wartime,IFC,0.281,0.487,2010,0.768
252,Enter the Void,IFC,0.336,0.418,2010,0.754
253,The Secret of Kells,GK,0.677,0.0627,2010,0.7397
255,No Problem,Eros,0.285,0.369,2010,0.654
256,All Good Things,Magn.,0.582,0.0625,2010,0.6445
257,Jack Goes Boating,Over.,0.542,0.0776,2010,0.6196
258,Holy Rollers,FInd.,0.303,0.305,2010,0.608
259,Chain Letter,NFC,0.139,0.447,2010,0.586
260,I Spit on Your Grave,Anch.,0.0931,0.48,2010,0.5731
261,I'm Still Here,Magn.,0.409,0.16,2010,0.569
262,Salt of this Sea,Lorb.,0.0117,0.545,2010,0.5567
263,Undertow (2010),TFC,0.109,0.393,2010,0.502
264,Father of My Children,IFC,0.144,0.335,2010,0.479
265,The Greatest (2010),Pala.,0.115,0.359,2010,0.474
266,The Extra Man,Magn.,0.453,0.0045,2010,0.4575
268,Dogtooth,Kino,0.11,0.274,2010,0.384
270,The Tempest,Mira.,0.278,0.0687,2010,0.3467
271,The Good Heart,Magn.,0.0209,0.323,2010,0.3439
272,Formosa Betrayed,Scre.,0.225,0.101,2010,0.326
273,Red Hill,Strand,0.0211,0.3,2010,0.3211
274,Welcome to the Rileys,Gold.,0.159,0.158,2010,0.317
275,"A Woman, A Gun and A Noodle Shop",SPC,0.191,0.121,2010,0.312
276,The Girl on the Train,Strand,0.208,0.0971,2010,0.3051
277,Mesrine: Public Enemy No. 1,MBox,0.275,0.0281,2010,0.3031
278,44 Inch Chest,Imag.,0.039,0.255,2010,0.294
279,Karthik Calling Karthik,Eros,0.286,0.0071,2010,0.2931
281,Eyes Wide Open,NAV,0.0263,0.25,2010,0.2763
282,Waste Land,Arth.,0.188,0.0887,2010,0.2767
283,South of the Border,CLS,0.199,0.0708,2010,0.2698
284,Human Centipede,IFC,0.181,0.0707,2010,0.2517
285,"Lovely, Still",Mont.,0.128,0.106,2010,0.234
286,The Girl (Flickan),Olive,0.0022,0.229,2010,0.2312
288,Bitch Slap,Free,0.0174,0.182,2010,0.1994
289,Chance Pe Dance,UTV,0.169,0.0243,2010,0.1933
290,Client 9: The Rise and Fall of Eliot Spitzer,Magn.,0.189,0.0035,2010,0.1925
292,Perrier's Bounty,IFC,0.0008,0.167,2010,0.1678
293,Around a Small Mountain,CGld,0.0332,0.131,2010,0.1642
294,Spring Fever,Strand,0.0108,0.15,2010,0.1608
295,The Eclipse,Magn.,0.133,0.0264,2010,0.1594
296,George A. Romero's Survival of the Dead,Magn.,0.102,0.0415,2010,0.1435
297,The Romantics,FOAK,0.107,0.0173,2010,0.1243
299,Freakonomics,Magn.,0.101,0.0164,2010,0.1174
300,Saint John of Las Vegas,IVP,0.103,0.0091,2010,0.1121
301,Band Baaja Baaraat,Yash,0.0438,0.0607,2010,0.1045
303,Kisses,Osci.,0.0817,0.0153,2010,0.097
304,Waking Sleeping Beauty,BV,0.0807,0.0042,2010,0.0849
305,Enemies of the People,ICir,0.0732,0.0064,2010,0.0796
307,Hadewijch,IFC,0.005,0.0575,2010,0.0625
309,As Good as Dead,First,0.002,0.0536,2010,0.0556
310,Inhale,IFC,0.0041,0.051,2010,0.0551
312,District B13: Ultimatum,Magn.,0.0361,0.0162,2010,0.0523
313,GasLand,WOW,0.0308,0.0186,2010,0.0494
314,Boogie Woogie,IFC,0.0026,0.0449,2010,0.0475
315,Come Undone (2010),FM,0.01,0.0313,2010,0.0413
316,The Red Baron,Mont.,0.0372,0.0031,2010,0.0403
317,Bluebeard,Strand,0.0335,0.0052,2010,0.0387
318,Daddy Longlegs,IFC,0.0218,0.0115,2010,0.0333
320,Nenette,Kino,0.018,0.0054,2010,0.0234
321,Picture Me,Strand,0.012,0.0104,2010,0.0224
322,The Thorn in the Heart,Osci.,0.0074,0.0105,2010,0.0179
328,Harry Potter and the Deathly Hallows Part 2,WB,381.0,960.5,2011,1341.5
329,Transformers: Dark of the Moon,P/DW,352.4,771.4,2011,1123.8
330,Pirates of the Caribbean: On Stranger Tides,BV,241.1,804.6,2011,1045.7
331,The Twilight Saga: Breaking Dawn Part 1,Sum.,281.3,430.9,2011,712.2
332,Mission: Impossible - Ghost Protocol,Par.,209.4,485.3,2011,694.7
333,Kung Fu Panda 2,P/DW,165.2,500.4,2011,665.6
334,Fast Five,Uni.,209.8,416.3,2011,626.1
335,The Hangover Part II,WB,254.5,332.3,2011,586.8
336,The Smurfs,Sony,142.6,421.1,2011,563.7
337,Cars 2,BV,191.5,370.7,2011,562.2
338,Puss in Boots,P/DW,149.3,405.7,2011,555.0
339,Sherlock Holmes: A Game of Shadows,WB,186.8,358.6,2011,545.4
340,Rio,Fox,143.6,341.0,2011,484.6
341,Rise of the Planet of the Apes,Fox,176.8,305.0,2011,481.8
342,Thor,Par.,181.0,268.3,2011,449.3
343,The Adventures of Tintin,Par.,77.6,296.4,2011,374.0
344,Captain America: The First Avenger,Par.,176.7,193.9,2011,370.6
345,X-Men: First Class,Fox,146.4,207.2,2011,353.6
346,Alvin and the Chipmunks: Chipwrecked,Fox,133.1,209.6,2011,342.7
347,Real Steel,BV,85.5,213.8,2011,299.3
348,Bridesmaids,Uni.,169.1,119.3,2011,288.4
349,Super 8,Par.,127.0,133.1,2011,260.1
350,Rango,Par.,123.5,122.2,2011,245.7
351,The Girl with the Dragon Tattoo (2011),Sony,102.5,130.1,2011,232.6
352,The Green Hornet,Sony,98.8,129.0,2011,227.8
353,Immortals,Rela.,83.5,143.4,2011,226.9
354,Green Lantern,WB,116.6,103.3,2011,219.9
355,The Help,BV,169.7,46.9,2011,216.6
356,Bad Teacher,Sony,100.3,115.9,2011,216.2
357,Just Go With It,Sony,103.0,111.9,2011,214.9
358,Battle: Los Angeles,Sony,83.6,128.3,2011,211.9
359,Horrible Bosses,WB (NL),117.5,92.1,2011,209.6
360,Paranormal Activity 3,Par.,104.0,103.0,2011,207.0
361,Gnomeo and Juliet,BV,100.0,94.0,2011,194.0
362,Mr. Popper's Penguins,Fox,68.2,119.1,2011,187.3
363,Hugo,Par.,73.9,111.9,2011,185.8
364,The Lion King (in 3D),BV,94.2,91.3,2011,185.5
365,Hop,Uni.,108.1,75.9,2011,184.0
366,War Horse,BV,79.9,97.7,2011,177.6
367,The Descendants,FoxS,82.6,94.7,2011,177.3
368,Cowboys & Aliens,Uni.,100.2,74.6,2011,174.8
369,In Time,Fox,37.5,136.4,2011,173.9
370,Zookeeper,Sony,80.4,89.5,2011,169.9
371,The Muppets,BV,88.6,76.6,2011,165.2
372,Limitless,Rela.,79.2,82.6,2011,161.8
373,Johnny English Reborn,Uni.,8.3,151.8,2011,160.1
374,Final Destination 5,WB (NL),42.6,115.3,2011,157.9
375,Tower Heist,Uni.,78.0,74.9,2011,152.9
376,Midnight in Paris,SPC,56.8,94.3,2011,151.1
377,Happy Feet Two,WB,64.0,86.4,2011,150.4
378,I Am Number Four,BV,55.1,94.8,2011,149.9
379,Jack and Jill,Sony,74.2,75.5,2011,149.7
380,Friends with Benefits,SGem,55.8,93.7,2011,149.5
381,No Strings Attached,Par.,70.7,78.6,2011,149.3
382,Arthur Christmas,Sony,46.5,101.0,2011,147.5
383,Source Code,Sum.,54.7,92.6,2011,147.3
384,"Crazy, Stupid, Love.",WB,84.4,58.5,2011,142.9
385,New Year's Eve,WB (NL),54.5,87.5,2011,142.0
386,Contagion,WB,75.7,59.8,2011,135.5
387,The Artist,Wein.,44.7,88.8,2011,133.5
388,The Three Musketeers (2011),Sum.,20.4,111.9,2011,132.3
389,Unknown,WB,63.7,67.099999,2011,130.799999
390,The Adjustment Bureau,Uni.,62.5,65.4,2011,127.9
391,We Bought a Zoo,Fox,75.6,44.5,2011,120.1
392,Water for Elephants,Fox,58.7,58.4,2011,117.1
393,The Iron Lady,Wein.,30.0,84.9,2011,114.9
394,Moneyball,Sony,75.6,34.6,2011,110.2
395,Sanctum,Uni.,23.2,85.4,2011,108.6
396,Justin Bieber: Never Say Never,Par.,73.0,26.0,2011,99.0
397,Paul,Uni.,37.4,60.6,2011,98.0
398,Scream 4,W/Dim.,38.2,59.0,2011,97.2
399,Insidious,FD,54.0,43.0,2011,97.0
400,The Rite,WB (NL),33.0,63.0,2011,96.0
401,Dolphin Tale,WB,72.3,23.1,2011,95.4
402,Season of the Witch,Rela.,24.8,66.8,2011,91.6
403,Sucker Punch,WB,36.4,53.4,2011,89.8
404,Red Riding Hood,WB,37.7,51.5,2011,89.2
405,Spy Kids: All the Time in the World,W/Dim.,38.5,47.0,2011,85.5
406,J. Edgar,WB,37.3,47.6,2011,84.9
407,Hall Pass,WB (NL),45.1,38.1,2011,83.2
408,"Big Mommas: Like Father, Like Son",Fox,37.9,44.8,2011,82.7
409,Abduction,LGF,28.1,54.0,2011,82.1
410,"Tinker, Tailor, Soldier, Spy",Focus,24.1,56.5,2011,80.6
411,Priest,SGem,29.1,49.2,2011,78.3
412,Drive (2011),FD,35.1,41.1,2011,76.2
413,The Mechanic,CBS,29.1,47.0,2011,76.1
414,The Ides of March,Sony,41.0,35.0,2011,76.0
415,The Change-Up,Uni.,37.1,38.4,2011,75.5
416,The Lincoln Lawyer,LGF,58.0,17.0,2011,75.0
417,Diary of a Wimpy Kid: Rodrick Rules,Fox,52.7,19.7,2011,72.4
418,Larry Crowne,Uni.,35.6,36.4,2011,72.0
419,The Dilemma,Uni.,48.5,21.2,2011,69.7
420,The Darkest Hour,Sum.,21.4,43.2,2011,64.6
421,Hanna,Focus,40.3,23.5,2011,63.8
422,Footloose (2011),Par.,51.8,11.7,2011,63.5
423,Elite Squad: The Enemy Within,Vari.,0.1,62.9,2011,63.0
424,Colombiana,TriS,36.7,24.3,2011,61.0
425,Something Borrowed,WB,39.0,21.1,2011,60.1
426,One Day,Focus,13.8,45.5,2011,59.3
427,Beginning of the Great Revival,CL,0.151,58.2,2011,58.351
428,Killer Elite,ORF,25.1,31.3,2011,56.4
429,Extremely Loud & Incredibly Close,WB,31.8,23.4,2011,55.2
430,The Tree of Life,FoxS,13.3,41.0,2011,54.3
431,Tyler Perry's Madea's Big Happy Family,LGF,53.3,0.816,2011,54.116
432,Detective Dee and the Mystery of the Phantom Flame,IM,0.46,51.3,2011,51.76
433,Winnie the Pooh,BV,26.7,23.2,2011,49.9
434,Conan the Barbarian (2011),LGF,21.3,27.5,2011,48.8
435,Soul Surfer,TriS,43.9,3.2,2011,47.1
436,War of the Arrows,CJ,0.251,45.8,2011,46.051
437,Arthur (2011),WB,33.0,12.7,2011,45.7
438,The Debt,Focus,31.2,14.5,2011,45.7
439,Beastly,CBS,27.9,15.3,2011,43.2
440,Of Gods and Men,SPC,4.0,38.2,2011,42.2
441,Born to Be Wild (IMAX),WB,25.9,15.6,2011,41.5
442,Evangelion 2.0: You Can (Not) Advance,Elev.,0.134,41.0,2011,41.134
443,Fright Night (2011),BV,18.3,22.7,2011,41.0
444,30 Minutes or Less,Sony,37.1,3.5,2011,40.6
445,The Roommate,SGem,37.3,3.2,2011,40.5
446,Shark Night 3D,Rela.,18.9,21.3,2011,40.2
447,Monte Carlo,Fox,23.2,16.5,2011,39.7
448,50/50,Sum.,35.0,4.2,2011,39.2
449,Mars Needs Moms,BV,21.4,17.6,2011,39.0
450,Dream House,Uni.,21.3,17.2,2011,38.5
451,Jumping the Broom,TriS,37.3,0.415,2011,37.715
452,Don't Be Afraid of the Dark,FD,24.0,12.9,2011,36.9
453,RA One,Eros,2.5,33.4,2011,35.9
454,A Very Harold & Kumar 3D Christmas,WB,35.1,0.326,2011,35.426
455,My Week with Marilyn,Wein.,14.6,20.5,2011,35.1
456,The Sitter,Fox,30.4,4.5,2011,34.9
457,Jane Eyre,Focus,11.2,23.5,2011,34.7
459,Shaolin,Vari.,0.0661,33.6,2011,33.6661
460,African Cats,BV,15.4,15.4,2011,30.8
461,The Skin I Live In,SPC,3.2,27.7,2011,30.9
462,I Don't Know How She Does It,Wein.,9.7,20.9,2011,30.6
463,What's Your Number?,Fox,14.0,16.399999,2011,30.399999
464,Drive Angry,Sum.,10.7,18.2,2011,28.9
465,Carnage (2011),SPC,2.5,25.1,2011,27.6
466,A Dangerous Method,SPC,5.7,21.8,2011,27.5
467,The Thing (2011),Uni.,16.9,10.5,2011,27.4
468,The Eagle,Focus,19.5,7.6,2011,27.1
469,Legend of the Fist: The Return of Chen Zhen,Vari.,0.0504,26.5,2011,26.5504
470,Apollo 18,W/Dim.,17.7,7.9,2011,25.6
471,Biutiful,RAtt.,5.1,20.0,2011,25.1
472,Your Highness,Uni.,21.6,3.3,2011,24.9
474,The Rum Diary,FD,13.1,10.8,2011,23.9
475,The Women on the 6th Floor,Strand,0.72,22.5,2011,23.22
476,Potiche,MBox,1.6,21.6,2011,23.2
477,Warrior,LGF,13.7,9.4,2011,23.1
478,Young Adult,Par.,16.3,6.6,2011,22.9
479,Sarah's Key,Wein.,7.7,13.4,2011,21.1
